"codigo","chave","nome","categoria","familia","classes","nivel_item","atributos","requisitos","descricao","loja_oficial","marketplace","motivo_comercial"
"6284","12-140","Jewel of Harmony Bundle","Asas, orbes e pets","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","25","atributos específicos de joia ou material não registrados na exportação","sem requisito numérico registrado","Jewel of Harmony Bundle é um item da família joia ou material, catalogado em Asas, orbes e pets. A configuração atual registra atributos específicos de joia ou material não registrados na exportação. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6285","12-141","Jewel of Chaos Bundle","Asas, orbes e pets","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","12","atributos específicos de joia ou material não registrados na exportação","sem requisito numérico registrado","Jewel of Chaos Bundle é um item da família joia ou material, catalogado em Asas, orbes e pets. A configuração atual registra atributos específicos de joia ou material não registrados na exportação. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6286","12-142","Lower Refining Stone Bundle","Asas, orbes e pets","Caixa ou pacote","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","25","atributos específicos de caixa ou pacote não registrados na exportação","sem requisito numérico registrado","Lower Refining Stone Bundle é um item da família caixa ou pacote, catalogado em Asas, orbes e pets. A configuração atual registra atributos específicos de caixa ou pacote não registrados na exportação. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6287","12-143","Higher Refining Stone Bundle","Asas, orbes e pets","Caixa ou pacote","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","25","atributos específicos de caixa ou pacote não registrados na exportação","sem requisito numérico registrado","Higher Refining Stone Bundle é um item da família caixa ou pacote, catalogado em Asas, orbes e pets. A configuração atual registra atributos específicos de caixa ou pacote não registrados na exportação. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6374","12-230","Wings BloodMoon","Asas, orbes e pets","Asa ou capa","Dark Wizard (terceira classe ou superior); Dark Knight (terceira classe ou superior); Fairy Elf (terceira classe ou superior); Magic Gladiator (terceira classe ou superior); Summoner (terceira classe ou superior)","150","defesa 60, durabilidade 220","nível 400","Wings BloodMoon é um item da família asa ou capa, catalogado em Asas, orbes e pets. A configuração atual registra defesa 60, durabilidade 220. Requisitos: nível 400. Uso permitido: Dark Wizard (terceira classe ou superior), Dark Knight (terceira classe ou superior), Fairy Elf (terceira classe ou superior), Magic Gladiator (terceira classe ou superior), Summoner (terceira classe ou superior). Ocupa 4x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6375","12-231","Cape BloodMoon","Asas, orbes e pets","Asa ou capa","Dark Lord (terceira classe ou superior); Rage Fighter (terceira classe ou superior)","150","defesa 45, durabilidade 220","nível 400","Cape BloodMoon é um item da família asa ou capa, catalogado em Asas, orbes e pets. A configuração atual registra defesa 45, durabilidade 220. Requisitos: nível 400. Uso permitido: Dark Lord (terceira classe ou superior), Rage Fighter (terceira classe ou superior). Ocupa 2x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6656","13-0","Guardian Angel","Joias, consumíveis e itens diversos","Pet ou montaria","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","23","durabilidade 255","sem requisito numérico registrado","Guardian Angel é um item da família pet ou montaria, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Venda controlada","Permitido se negociável no servidor","Pet ou montaria pode ser cosmético ou conceder bônus; duração, atributos e limite por conta precisam ser explícitos."
"6657","13-1","Imp","Joias, consumíveis e itens diversos","Pet ou montaria","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","28","durabilidade 255","sem requisito numérico registrado","Imp é um item da família pet ou montaria, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Venda controlada","Permitido se negociável no servidor","Pet ou montaria pode ser cosmético ou conceder bônus; duração, atributos e limite por conta precisam ser explícitos."
"6658","13-2","Horn of Uniria","Joias, consumíveis e itens diversos","Pet ou montaria","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","25","durabilidade 255","sem requisito numérico registrado","Horn of Uniria é um item da família pet ou montaria, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Venda controlada","Permitido se negociável no servidor","Pet ou montaria pode ser cosmético ou conceder bônus; duração, atributos e limite por conta precisam ser explícitos."
"6659","13-3","Horn of Dinorant","Joias, consumíveis e itens diversos","Pet ou montaria","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","110","durabilidade 255","sem requisito numérico registrado","Horn of Dinorant é um item da família pet ou montaria, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Venda controlada","Permitido se negociável no servidor","Pet ou montaria pode ser cosmético ou conceder bônus; duração, atributos e limite por conta precisam ser explícitos."
"6660","13-4","Dark Horse","Joias, consumíveis e itens diversos","Pet ou montaria","Dark Lord (classe inicial)","218","durabilidade 255","sem requisito numérico registrado","Dark Horse é um item da família pet ou montaria, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Lord (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Venda controlada","Permitido se negociável no servidor","Pet ou montaria pode ser cosmético ou conceder bônus; duração, atributos e limite por conta precisam ser explícitos."
"6661","13-5","Dark Raven","Joias, consumíveis e itens diversos","Pet ou montaria","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial)","0","durabilidade 255","sem requisito numérico registrado","Dark Raven é um item da família pet ou montaria, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Venda controlada","Permitido se negociável no servidor","Pet ou montaria pode ser cosmético ou conceder bônus; duração, atributos e limite por conta precisam ser explícitos."
"6663","13-7","Contract (Summon)","Joias, consumíveis e itens diversos","Item diverso","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 255","sem requisito numérico registrado","Contract (Summon) é um item da família item diverso, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6664","13-8","Ring of Ice","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","20","durabilidade 50","sem requisito numérico registrado","Ring of Ice é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6665","13-9","Ring of Poison","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","17","durabilidade 50","sem requisito numérico registrado","Ring of Poison é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6666","13-10","Transformation Ring","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 200","sem requisito numérico registrado","Transformation Ring é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 200. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Recomendado","Bloqueado ou limitado","Produto de conveniência apropriado para monetização oficial e controle de duração."
"6667","13-11","Order (Guardian/Life Stone)","Joias, consumíveis e itens diversos","Item diverso","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 255","sem requisito numérico registrado","Order (Guardian/Life Stone) é um item da família item diverso, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6668","13-12","Pendant of Lighting","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","21","durabilidade 50","sem requisito numérico registrado","Pendant of Lighting é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6669","13-13","Pendant of Fire","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","13","durabilidade 50","sem requisito numérico registrado","Pendant of Fire é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6670","13-14","Loch s Feather","Joias, consumíveis e itens diversos","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","78","atributos específicos de joia ou material não registrados na exportação","sem requisito numérico registrado","Loch s Feather é um item da família joia ou material, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra atributos específicos de joia ou material não registrados na exportação. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x2 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6671","13-15","Fruits","Joias, consumíveis e itens diversos","Item diverso","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","atributos específicos de item diverso não registrados na exportação","sem requisito numérico registrado","Fruits é um item da família item diverso, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra atributos específicos de item diverso não registrados na exportação. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6672","13-16","Scroll of Archangel","Joias, consumíveis e itens diversos","Buff temporário","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 128","sem requisito numérico registrado","Scroll of Archangel é um item da família buff temporário, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 128. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x2 espaço(s) no inventário e pode participar das tabelas de drop.","Recomendado","Permitido se negociável no servidor","Consumível recorrente adequado para loja, desde que não torne a progressão obrigatoriamente paga."
"6673","13-17","Blood Bone","Joias, consumíveis e itens diversos","Item diverso","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 128","sem requisito numérico registrado","Blood Bone é um item da família item diverso, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 128. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x2 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6674","13-18","Invisibility Cloak","Joias, consumíveis e itens diversos","Asa ou capa","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 255","sem requisito numérico registrado","Invisibility Cloak é um item da família asa ou capa, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Venda limitada","Permitido se negociável no servidor","Entrada ou material de evento; convém limitar quantidade e período."
"6675","13-19","Absolute Weapon of Archangel","Joias, consumíveis e itens diversos","Item diverso","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 255","sem requisito numérico registrado","Absolute Weapon of Archangel é um item da família item diverso, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x2 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6676","13-20","Wizards Ring","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 30","sem requisito numérico registrado","Wizards Ring é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 30. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6677","13-21","Ring of Fire","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","30","durabilidade 50","sem requisito numérico registrado","Ring of Fire é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6678","13-22","Ring of Earth","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","38","durabilidade 50","sem requisito numérico registrado","Ring of Earth é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6679","13-23","Ring of Wind","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","44","durabilidade 50","sem requisito numérico registrado","Ring of Wind é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6680","13-24","Ring of Magic","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","47","durabilidade 50","sem requisito numérico registrado","Ring of Magic é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6681","13-25","Pendant of Ice","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","34","durabilidade 50","sem requisito numérico registrado","Pendant of Ice é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6682","13-26","Pendant of Wind","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","42","durabilidade 50","sem requisito numérico registrado","Pendant of Wind é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6683","13-27","Pendant of Water","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","46","durabilidade 50","sem requisito numérico registrado","Pendant of Water é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
